,ID,uni,DS,ALG,ML,DL,DB,HW,OS,NTW,DSP,STandLAL,prj
0,974285,Shiraz UniVersity,4.6130695828031,19.219966226381,13.7776943026571,1.76894885645341,12.918399866614,12.5607630602597,17.5442316787406,6.24286434983884,1.28642149444959,18.6074056971013,57.4621360666333
1,563921,,,10.4165587616087,10.2948824637127,10.3700973403859,0.236130020276666,9.97852688906649,16.2558027632013,11.6391549310015,17.5406063052621,0.664260107728969,52.8206059367713
2,308307,Isfahan University of Tecchnology,14.1939122017743,19.5162317864468,8.19359124816577,9.32505201104496,19.0362037725936,9.33991896169143,13.8613663033276,14.0920475442558,1.23334260880971,9.4413416953742,67.0462508996909
3,,Tabriz University,16.4221051934976,9.99009986973839,5.49150414305179,7.26711043790858,14.0414434792797,8.32608848614916,15.7915922184682,8.53416545711766,9.12656693342454,6.92005119031392,55.419282134105
4,570319,Shiraz UniVersity,13.7323685646882,4.3117182855388,8.0257603620943,5.76662339290291,8.48892178066599,2.12460584794234,4.63290048292425,10.4566139169653,7.63669499012717,11.098140863829,43.2735110154269
5,701787,,1.75706657422895,6.82014438302655,7.2393872325645,0.586858312705152,10.990132082134,16.5815733176379,4.32484715707748,13.1262558505628,18.5396251081884,19.5939293872038,49.448783125516
6,434120,UI,12.6277195009192,17.0814903140368,2.48663794241681,10.3619880233436,11.6409959812992,11.0851798631207,17.3068539319054,7.88308694659643,17.6005872466216,18.8845339797975,64.0877499915857
7,153473,Ferdowsi university,5.7216846995296,11.5595787573272,0.967650464060634,8.00382885344629,4.32059734795943,19.7943384640801,1.77628974289131,10.3016966774901,6.45246528303583,10.7177745448558,50.1755366399724
8,997338,Ferdowsi university,5.4747186170651,17.1418344990312,11.1137784000201,4.17151681098902,16.4262635998415,10.0287821168548,7.76987905174022,5.74520992287388,10.8386595302769,10.0300501632572,49.6152284987682
9,389987,Shiraz UniVersity,1.76157173352438,7.78451221319711,11.652074966912,4.37810267280143,16.202222536718,0.703832514141294,8.27681033128103,18.4026990116842,2.02768732673476,17.0018035484773,45.3252565375647
10,240834,,4.98381214533766,8.89523838376273,4.36401762022691,2.09348244636877,19.923669935456,11.0256936448517,2.11749085002698,7.74530493218833,19.3366526965104,18.3178178470422,45.9818863100672
11,264165,Tabriz University,10.0920666581763,15.7294161402247,4.93896473986094,16.9803842989635,7.05503496505886,3.17432069844614,3.0989346780489,4.08000713692139,2.82073007870709,12.4988542364221,49.5067236573
12,930336,Shiraz UniVersity,13.1491384423528,18.6309273928375,19.2272045596021,0.895905806479358,3.79590564833117,10.7020679394928,5.73594649166727,4.06228265698076,3.25363891820296,0.972556737996075,48.6127784480636
13,656192,UI,15.0547477367105,19.5901228399808,10.9238071111536,9.17635068384895,2.64630184555837,18.1695230674221,6.45659338442963,3.42345310939857,4.16170266708653,15.266011532325,66.6515617996364
14,212018,Ferdowsi university,12.525837235102,1.54222086438939,16.1278629833738,6.64120425479246,10.5360340573142,7.66256482858792,13.6547178567087,18.2523179386908,6.39242461026884,0.670408972867209,55.4971819507058
15,766967,Ferdowsi Univesity,18.9825346985196,5.24504915159007,11.9415842777054,3.69007123974131,11.0364895204705,16.3193312313535,13.8569124531863,19.4097707272136,17.1670118461152,10.9251650518979,71.7550828521619
16,695828,Shiraz University,15.5378850357659,14.0496257064025,14.9305375402734,7.20512044561946,5.66574619917133,8.51085437145085,13.9477749469294,4.29569661979135,6.19671709302199,9.84299453375866,58.0471590043421
17,701828,Univesity of Azarbaijan,8.44339493472193,1.16954930294318,2.75009103342684,7.80436874642693,0.951997168734582,10.2306591609798,18.7842289375388,5.61008170882377,8.19323047895265,6.39856715073684,39.872338977899
18,,UT,14.8415884895287,18.7589010072605,8.12303247319629,14.3430859982599,18.852048334637,17.353974249154,4.67371028747873,15.0507278729357,16.9086353604675,14.6306017429062,80.9156880231618
19,893262,Tabriz University,10.4788546323805,13.1349736498978,0.507204842325673,17.2575934193253,2.60797222955129,10.8350922231044,17.9849208546222,7.70610302720355,9.25778556568699,0.878333588436382,52.7659300174315
20,557775,IUT,10.3147617925578,7.58128973726552,0.239007136209155,11.3944448521549,10.829602644803,16.3208675964219,14.0646389134862,12.6649286620312,4.73987060792285,19.3419965185819,63.9910926952635
21,422150,Isfahan University of Tecchnology,15.0468378457638,4.43256763781143,12.9601518265791,12.5699867113307,9.53731698026339,9.16208143891279,14.5030131420693,10.6248153985412,4.05469563583218,8.34383503510975,62.8465390295442
22,552669,Shiraz University,10.8551449680925,16.2733788818863,12.9482943647325,4.54475796048867,5.9230260422173,16.6575883410258,0.855894957677998,3.83502434880127,2.04044730416904,9.02298262257988,53.7528152984362
23,868972,Ferdowsi university,7.76936563606311,11.1650456823265,4.12959526892775,5.60142949349759,3.69698539606514,5.87210583513479,14.760043658128,18.9388910346734,13.8258391870548,6.5713117468617,45.6475858305148
24,283678,Tabriz University,11.3538113367472,7.59625609516362,17.7102852140783,10.8081998974726,8.69881196024288,1.76789983549961,0.797879720557926,14.3581759077768,8.84214483316993,14.2701737557117,56.4718050042134
25,766174,Ferdowsi university,1.53539588612624,16.497539386599,3.86773485277631,9.33504650921324,17.8221535660243,7.23109609054997,12.7815326769992,9.8112803495599,19.1945939029026,14.7810314301179,50.590912441187
26,463796,Tabriz University,2.82702280979006,15.2054975271049,0.430671918740282,3.69876885453291,11.5503800509169,11.2745783746084,3.61451953143885,10.4813231340314,19.125809669645,6.95859398714471,38.584544866493
27,989700,Shiraz UniVersity,16.7734912780067,4.05737725440338,15.3950672924221,11.2537626538382,16.7609043562284,1.09508877895425,4.31142136667847,15.7903752100122,14.5289597305922,5.62775204135062,58.7518538029986
28,217209,Isfahan University of Tecchnology,9.3319488870994,13.5180299783926,16.285407249136,13.0044304728451,19.541759417925,0.994544738582952,7.24227365868416,15.9439396773137,19.2706401624056,11.0895115354676,63.048763321961
29,945654,IUT,14.5608855511941,11.7034474379972,4.42234418731002,5.6436654553015,15.6267297347781,16.6467133566889,3.46441814775713,17.9913398607897,16.164950804917,14.7431305985638,66.8064925617087
30,882685,Tabriz University,2.85786295112175,11.5145307857047,9.5341147165423,13.2943958871836,7.54352674519355,9.35781228975272,0.30823509322339,1.00415648427767,17.8525840658917,2.9423815356543,40.7258769977012
31,964055,Shiraz University,13.6451707741779,0.139471244962059,6.28375207228516,16.6376946470593,14.7121890605817,9.0829188412602,10.7090767723358,12.182849818894,6.88972955721048,0.649550158999273,57.0537951201472
32,248078,Ferdowsi university,3.27905110710611,15.5343493458594,3.47738142688528,15.941215973503,7.60993057664706,6.97880911595584,9.91115871213061,10.0505588453848,2.4197532481468,12.6965743078705,51.0021094653999
33,920062,IUT,13.8873289615588,13.0623880197445,19.4419443867311,9.49735431749185,6.71570084536645,7.79661197164922,19.8184015630338,17.5978856905592,3.05287857656235,10.0275525251541,70.7562469616887
34,799239,,8.97991028958753,18.4554384311652,7.15953286433146,6.29855039424457,9.64388379652874,11.3942136710618,12.1533472694253,18.5656787466475,10.1113494690491,10.364320287427,60.2008134841256
